2025-05-08 22:33:33 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-05-08 22:33:33 [main] INFO  c.i.p.offer.ProductOfferApplication - Starting ProductOfferApplication using Java 21.0.6 with PID 25636 (C:\Users\raul.alarcon\Documents\repositories\inditex-product-offers\bootloader\target\classes started by raul.alarcon in C:\Users\raul.alarcon\Documents\repositories\inditex-product-offers)
2025-05-08 22:33:33 [main] INFO  c.i.p.offer.ProductOfferApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-08 22:33:35 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-05-08 22:33:35 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 87 ms. Found 1 JPA repository interface.
2025-05-08 22:33:36 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-05-08 22:33:36 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-05-08 22:33:36 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-05-08 22:33:36 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-05-08 22:33:36 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-08 22:33:36 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2831 ms
2025-05-08 22:33:36 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-05-08 22:33:36 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection conn0: url=jdbc:h2:mem:testdb user=SA
2025-05-08 22:33:36 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-05-08 22:33:36 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-05-08 22:33:37 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.8.Final
2025-05-08 22:33:37 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-05-08 22:33:37 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-05-08 22:33:37 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-05-08 22:33:37 [main] INFO  o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 2.3.232
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2025-05-08 22:33:38 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-05-08 22:33:38 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-05-08 22:33:38 [main] INFO  c.i.p.o.c.OfferConfiguration - [offerCreateService] Creating OfferCreateService bean
2025-05-08 22:33:38 [main] INFO  c.i.p.o.c.OfferConfiguration - [offerDeleteService] Creating OfferDeleteService bean
2025-05-08 22:33:38 [main] INFO  c.i.p.o.c.OfferConfiguration - [offerGetService] Creating OfferGetService bean
2025-05-08 22:33:38 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2025-05-08 22:33:39 [main] INFO  c.i.p.o.c.OpenApiConfiguration - [getOpenAPI] OpenAPI configured with values OpenApiProperties(title=Offer application REST API, description=REST API exposed to check the endpoints defined by the **Offers** service, version=1.0-0-SNAPSHOT, contactName=Product Offer Team, contactUrl=https://confluence, contactEmail=product-offers@inditex.es, licenseName=Inditex, licenseUrl=https://inditex.local.es, security=basic, securityScheme=basicScheme):
2025-05-08 22:33:39 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-05-08 22:33:40 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2025-05-08 22:33:40 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-05-08 22:33:40 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-05-08 22:33:41 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-05-08 22:33:41 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-05-08 22:33:41 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-05-08 22:33:41 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-05-08 22:33:41 [main] INFO  o.a.c.c.C.[Tomcat-1].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-08 22:33:41 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 127 ms
2025-05-08 22:33:41 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 15 endpoints beneath base path '/actuator'
2025-05-08 22:33:41 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-05-08 22:33:41 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-05-08 22:33:41 [main] INFO  c.i.p.offer.ProductOfferApplication - Started ProductOfferApplication in 8.82 seconds (process running for 9.418)
2025-05-08 22:34:30 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-08 22:34:30 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-05-08 22:34:30 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2025-05-08 22:34:30 [http-nio-8080-exec-2] INFO  c.i.p.o.a.i.c.OfferController - [getOfferById] Get offer with id: [4]
2025-05-08 22:34:30 [http-nio-8080-exec-2] INFO  c.i.p.offer.service.OfferGetService - Retrieving offer with id: [4]
2025-05-08 22:34:30 [http-nio-8080-exec-2] INFO  c.i.p.o.a.o.jpa.dao.OfferH2Dao - Retrieving offer with id: 4
2025-05-08 22:34:35 [http-nio-8080-exec-3] INFO  c.i.p.o.a.i.c.OfferController - [createOffer] Create offer: [OfferCreateRequestDTO(offerId=5, brandId=1, startDate=2025-05-04T00.00.00Z, endDate=2025-05-04T23.59.59Z, priceListId=1, productPartnumber=0001005, priority=1, price=12.55, currencyIso=EUR)]
2025-05-08 22:34:35 [http-nio-8080-exec-3] INFO  c.i.p.o.service.OfferCreateService - Creating offer: Offer(offerId=5, brandId=1, startDate=2025-05-04T00:00Z, endDate=2025-05-04T23:59:59Z, priceListId=1, productPartNumber=0001005, priority=1, price=12.55, currencyIso=EUR)
2025-05-08 22:34:35 [http-nio-8080-exec-3] INFO  c.i.p.o.a.o.j.r.OfferH2Repository - Creating offer: Offer(offerId=5, brandId=1, startDate=2025-05-04T00:00Z, endDate=2025-05-04T23:59:59Z, priceListId=1, productPartNumber=0001005, priority=1, price=12.55, currencyIso=EUR)
2025-05-08 22:34:38 [http-nio-8080-exec-4] INFO  c.i.p.o.a.i.c.OfferController - [getAllOffers]: get all offers
2025-05-08 22:34:38 [http-nio-8080-exec-4] INFO  c.i.p.offer.service.OfferGetService - Retrieving all offers
2025-05-08 22:34:38 [http-nio-8080-exec-4] INFO  c.i.p.o.a.o.jpa.dao.OfferH2Dao - Retrieving all offers
2025-05-08 22:34:43 [http-nio-8080-exec-5] INFO  c.i.p.o.a.i.c.OfferController - [getOfferByPartNumber] Get offers by brand id [1] and part number: [0001002]
2025-05-08 22:34:43 [http-nio-8080-exec-5] INFO  c.i.p.offer.service.OfferGetService - Retrieving offers by criteria: brandId=[1], productPartNumber=[0001002]
2025-05-08 22:34:43 [http-nio-8080-exec-5] INFO  c.i.p.o.a.o.jpa.dao.OfferH2Dao - Retrieving offers by criteria: brandId=1, productPartNumber=0001002
2025-05-08 22:34:47 [http-nio-8080-exec-6] INFO  c.i.p.o.a.i.c.OfferController - [deleteOfferById] Delete Offer with id: [5]
2025-05-08 22:34:47 [http-nio-8080-exec-6] INFO  c.i.p.offer.service.OfferGetService - Retrieving offer with id: [5]
2025-05-08 22:34:47 [http-nio-8080-exec-6] INFO  c.i.p.o.a.o.jpa.dao.OfferH2Dao - Retrieving offer with id: 5
2025-05-08 22:34:47 [http-nio-8080-exec-6] INFO  c.i.p.o.service.OfferDeleteService - Deleting offer with id: [5]
2025-05-08 22:34:47 [http-nio-8080-exec-6] INFO  c.i.p.o.a.o.j.r.OfferH2Repository - Deleting offer with id: 5
2025-05-08 22:34:49 [http-nio-8080-exec-7] INFO  c.i.p.o.service.OfferDeleteService - Deleting all offers
2025-05-08 22:34:49 [http-nio-8080-exec-7] INFO  c.i.p.o.a.o.j.r.OfferH2Repository - Deleting all offers
